ticker,direction,entry_date,exit_date,entry_price,exit_price,size,pnl,return_pct,bars_held,exit_reason,regime_score,layer
XRP-USD,LONG,2021-06-20,2021-06-22,0.7603769898414612,0.5450670123100281,23672.468052660308,-5127.821645967327,-0.28487898033151815,2,stop_loss,0.40439249608586736,0
XRP-USD,LONG,2021-06-22,2021-07-13,0.6072319746017456,0.6195229887962341,28126.507451432823,311.19896970785265,0.01822081131077965,21,time_stop,0.4023590695814113,1
XRP-USD,LONG,2021-06-22,2021-07-13,0.6072319746017456,0.6195229887962341,27603.146891627282,305.40837280283546,0.018220811310779645,21,time_stop,0.4023590695814113,2
XRP-USD,LONG,2021-06-23,2021-07-24,0.5469440221786499,0.6098269820213318,22339.910319343788,1378.9575230065655,0.11285650146171651,31,time_stop,0.38131703817538704,0
BNB-USD,LONG,2021-07-21,2021-07-25,264.4947509765625,301.84661865234375,65.32638695739985,2403.065525907319,0.13907847384620498,4,signal_exit,0.6882193931334872,0
BNB-USD,LONG,2021-07-21,2021-07-25,264.4947509765625,301.84661865234375,66.5610635616495,2448.483754612536,0.13907847384620495,4,signal_exit,0.6882193931334872,1
BTC-USD,LONG,2021-09-22,2021-10-01,40677.953125,43816.7421875,0.45010801290195346,1374.762368432395,0.07508476047951344,9,signal_exit,0.7381308648183651,0
BTC-USD,LONG,2021-11-19,2021-12-09,56896.12890625,47672.12109375,0.3261545246234129,-3042.557291078036,-0.16395800983000203,20,stop_loss,0.25841079983731763,0
ETH-USD,LONG,2021-12-14,2021-12-23,3782.82275390625,4108.015625,4.610010528044228,1462.7657113852636,0.08387969866872264,9,time_stop,0.7058264258706972,0
SOL-USD,LONG,2021-12-11,2021-12-24,167.9166259765625,190.1028594970703,107.25125912457318,2341.103439698096,0.12999435826015776,13,signal_exit,0.7211599244847253,0
SOL-USD,LONG,2021-12-11,2021-12-24,167.9166259765625,190.1028594970703,107.69560911571448,2350.8028064111936,0.12999435826015776,13,signal_exit,0.7211599244847253,1
BNB-USD,LONG,2022-01-06,2022-01-15,475.0790710449219,489.9179992675781,39.79003879116479,552.0442587377074,0.02920341475331351,9,signal_exit,0.41553077274145894,0
SOL-USD,LONG,2022-01-06,2022-01-21,155.10592651367188,111.96605682373048,123.25196687181565,-5349.990937121793,-0.2798535339618546,15,stop_loss,0.6156158443822068,0
SOL-USD,LONG,2022-01-06,2022-01-21,155.10592651367188,111.96605682373048,122.56116026292314,-5320.005134942079,-0.2798535339618546,15,stop_loss,0.6156158443822068,1
BNB-USD,LONG,2022-01-22,2022-02-06,383.47454833984375,414.2172546386719,45.10306945992842,1350.6120687848684,0.07808866227364761,15,signal_exit,0.39738170275377205,0
BNB-USD,LONG,2022-01-22,2022-02-06,383.47454833984375,414.2172546386719,44.55766421695193,1334.2799008778247,0.0780886622736476,15,signal_exit,0.39738170275377205,1
XRP-USD,LONG,2022-01-22,2022-02-06,0.6360059976577759,0.6671270132064819,26540.803563888683,791.3905631279657,0.04688302098982139,15,signal_exit,0.4034439416178675,0
SOL-USD,LONG,2022-02-22,2022-03-01,83.10639953613281,99.54046630859376,86.94391358881016,1412.9620480563103,0.1955495605311414,7,signal_exit,0.16266884828803801,0
BNB-USD,LONG,2022-02-22,2022-03-01,356.7254638671875,395.6241149902344,50.239222766730684,1916.4405410054164,0.10693461893819754,7,signal_exit,0.4135098738588398,0
BNB-USD,LONG,2022-02-22,2022-03-01,356.7254638671875,395.6241149902344,50.675886855045746,1933.0976609918016,0.10693461893819756,7,signal_exit,0.4135098738588398,1
XRP-USD,LONG,2022-04-12,2022-04-16,0.6951689720153809,0.7856529951095581,27142.839871140168,2415.799636210463,0.12803103232444485,4,signal_exit,0.6918112974220725,0
XRP-USD,LONG,2022-04-12,2022-04-16,0.6951689720153809,0.7856529951095581,27288.671835765508,2428.779147888765,0.1280310323244448,4,signal_exit,0.6918112974220725,1
BTC-USD,LONG,2022-05-09,2022-05-11,34060.015625,28936.35546875,0.5795911689907354,-3006.140319836592,-0.1522799221365228,2,stop_loss,0.3951369347976512,0
BTC-USD,LONG,2022-05-09,2022-05-11,34060.015625,28936.35546875,0.5679605177797883,-2945.8161268160748,-0.1522799221365228,2,stop_loss,0.3951369347976512,1
ETH-USD,LONG,2022-05-09,2022-05-11,2518.50830078125,2072.108642578125,7.526897284187513,-3394.557477195052,-0.1790703945691128,2,stop_loss,0.40411406657844523,0
BNB-USD,LONG,2022-05-12,2022-05-25,269.88800048828125,328.1956787109375,66.91113251783119,3861.4143280475614,0.21382793765950642,13,signal_exit,0.3936514064771943,0
BNB-USD,LONG,2022-05-12,2022-05-25,269.88800048828125,328.1956787109375,66.87763489080714,3859.4811935738353,0.21382793765950636,13,signal_exit,0.3936514064771943,1
BNB-USD,LONG,2022-05-12,2022-05-25,269.88800048828125,328.1956787109375,66.84415403365345,3857.549026882529,0.21382793765950636,13,signal_exit,0.3936514064771943,2
BNB-USD,LONG,2022-06-12,2022-06-13,269.6625671386719,222.5057830810547,74.69569098189439,-3559.171424666779,-0.17669843061062981,1,stop_loss,0.3893567427246723,0
BNB-USD,LONG,2022-06-12,2022-06-13,269.6625671386719,222.5057830810547,73.998588823619,-3525.9552371037144,-0.17669843061062981,1,stop_loss,0.3893567427246723,1
BTC-USD,LONG,2022-06-12,2022-06-13,28373.513671875,22487.388671875,0.6967209509140655,-4136.422463444338,-0.20924394387674075,1,stop_loss,0.2590225682672034,0
BTC-USD,LONG,2022-06-14,2022-07-08,22487.986328125,21637.154296875,0.6470708367194365,-579.1006860332168,-0.0397971236204331,24,signal_exit,0.2611882468347148,0
BTC-USD,LONG,2022-06-14,2022-07-08,22487.986328125,21637.154296875,0.8043131152908861,-719.8257909627023,-0.0397971236204331,24,signal_exit,0.2611882468347148,1
BTC-USD,LONG,2022-06-14,2022-07-08,22487.986328125,21637.154296875,0.8023580322782158,-718.0760753989019,-0.0397971236204331,24,signal_exit,0.2611882468347148,2
ETH-USD,LONG,2022-07-13,2022-07-15,1038.1866455078125,1191.6748046875,15.998496834359658,2419.905397395911,0.14569470565237969,2,signal_exit,0.19555257449266686,0
ETH-USD,LONG,2022-07-13,2022-07-15,1038.1866455078125,1191.6748046875,17.312721117151188,2618.692725245721,0.14569470565237966,2,signal_exit,0.19555257449266686,1
XRP-USD,LONG,2022-08-20,2022-08-31,0.3350200057029724,0.3278700113296509,55717.9864686353,-435.31818674276485,-0.023320650281646264,11,time_stop,0.7035418792038555,0
BTC-USD,LONG,2022-08-20,2022-09-04,20872.841796875,19986.712890625,0.8953531158715686,-829.9820068773804,-0.04441122440147489,15,time_stop,0.6225654062702857,0
BTC-USD,LONG,2022-08-20,2022-09-04,20872.841796875,19986.712890625,0.8974559553784245,-831.9313148354394,-0.044411224401474894,15,time_stop,0.6225654062702857,1
ETH-USD,LONG,2022-09-19,2022-09-28,1335.270751953125,1337.410888671875,13.696951308344376,-7.2942418644279385,-0.0003988291671153862,9,time_stop,0.5971902666003434,0
ETH-USD,LONG,2022-09-19,2022-09-28,1335.270751953125,1337.410888671875,13.772534579824912,-7.334493351833597,-0.00039882916711538616,9,time_stop,0.5971902666003434,1
SOL-USD,LONG,2022-10-15,2022-10-26,30.006132125854492,30.928865432739254,609.4256075365013,525.2019582350298,0.02872073967119568,11,signal_exit,0.7398376549099824,0
XRP-USD,LONG,2022-11-09,2022-11-25,0.4062530100345611,0.4019820094108581,45245.305755489615,-229.8115696784313,-0.01250264125480896,16,signal_exit,0.7193241938016641,0
XRP-USD,LONG,2022-11-09,2022-11-25,0.4062530100345611,0.4019820094108581,43772.28672114286,-222.3297588961412,-0.01250264125480896,16,signal_exit,0.7193241938016641,1
XRP-USD,LONG,2022-11-09,2022-11-25,0.4062530100345611,0.4019820094108581,42347.223713157684,-215.09152807225058,-0.01250264125480896,16,signal_exit,0.7193241938016641,2
SOL-USD,LONG,2022-12-13,2022-12-24,13.318246841430664,11.444275856018066,1371.1218868611736,-2603.395070286382,-0.14256632503637257,11,stop_loss,0.20230549197283904,0
XRP-USD,LONG,2022-12-17,2022-12-27,0.3519150018692016,0.3657279908657074,51310.10243610256,671.9235448896903,0.037211673086440654,10,signal_exit,0.6871153230511386,0
XRP-USD,LONG,2022-12-17,2022-12-27,0.3519150018692016,0.3657279908657074,51376.84426011003,672.797552167991,0.03721167308644066,10,signal_exit,0.6871153230511386,1
SOL-USD,LONG,2022-12-25,2022-12-28,11.444534301757812,9.755906105041504,1545.1689300242106,-2641.974085748267,-0.1494013292319364,3,stop_loss,0.44289041521081696,0
SOL-USD,LONG,2022-12-29,2023-01-04,9.755775451660156,13.35150909423828,1799.8387903958378,6430.1515027770065,0.3662062924402657,6,signal_exit,0.6369762408655237,0
SOL-USD,LONG,2022-12-29,2023-01-04,9.755775451660156,13.35150909423828,1796.0614250338847,6416.6563877209755,0.36620629244026576,6,signal_exit,0.6369762408655237,1
SOL-USD,LONG,2023-03-10,2023-03-14,17.3122501373291,20.43470764160156,1147.8143136190126,3540.674918636797,0.17818079810678092,4,signal_exit,0.7322127367190824,0
BNB-USD,LONG,2023-06-06,2023-06-10,276.9336242675781,239.08908081054688,74.05590436399281,-2840.8264190497903,-0.1385189908360305,4,stop_loss,0.3882931167350763,0
BNB-USD,LONG,2023-06-06,2023-06-10,276.9336242675781,239.08908081054688,74.26216153694862,-2848.738560979372,-0.13851899083603053,4,stop_loss,0.3882931167350763,1
BNB-USD,LONG,2023-06-06,2023-06-10,276.9336242675781,239.08908081054688,74.46899316810276,-2856.672739450677,-0.13851899083603056,4,stop_loss,0.3882931167350763,2
BTC-USD,LONG,2023-06-11,2023-06-18,25854.03125,26510.45703125,0.7336139216666865,443.1477740618539,0.02336429809060241,7,signal_exit,0.6886748480343632,0
ETH-USD,LONG,2023-06-11,2023-06-19,1752.527587890625,1737.659423828125,10.824507035156154,-198.7201003567474,-0.010475356394426408,8,time_stop,0.6924762630719244,0
ETH-USD,LONG,2023-06-11,2023-06-19,1752.527587890625,1737.659423828125,10.82354553876631,-198.70244886846606,-0.010475356394426408,8,time_stop,0.6924762630719244,1
BNB-USD,LONG,2023-08-16,2023-08-17,236.689697265625,218.5358428955078,80.1829482404522,-1492.1308912482855,-0.07862226419341894,1,stop_loss,0.36538603514382983,0
BTC-USD,LONG,2023-08-17,2023-08-17,28699.802734375,26664.55078125,0.6520270703718849,-1363.1384256905772,-0.07284427443595644,0,stop_loss,0.7422822981632262,0
BTC-USD,LONG,2023-08-17,2023-08-17,28699.802734375,26664.55078125,0.6435867532986597,-1345.492961184075,-0.07284427443595642,0,stop_loss,0.7422822981632262,1
BTC-USD,LONG,2023-08-18,2023-08-29,26636.078125,27727.392578125,0.6841225066738608,709.4015053923757,0.038930317652455644,11,time_stop,0.7203306240310219,0
BTC-USD,LONG,2023-08-18,2023-08-29,26636.078125,27727.392578125,0.68128779956715,706.4620530731937,0.03893031765245564,11,time_stop,0.7203306240310219,1
BTC-USD,LONG,2023-08-18,2023-08-29,26636.078125,27727.392578125,0.6784648382578696,703.5347805701964,0.03893031765245564,11,time_stop,0.7203306240310219,2
BNB-USD,LONG,2023-10-10,2023-10-17,205.7500915527344,214.81211853027344,90.41955751010688,781.3574205125525,0.04199981007173059,7,signal_exit,0.7287017956995827,0
BNB-USD,LONG,2023-10-10,2023-10-17,205.7500915527344,214.81211853027344,90.62688991775828,783.1490762084239,0.04199981007173059,7,signal_exit,0.7287017956995827,1
XRP-USD,LONG,2024-01-04,2024-01-10,0.5825769901275635,0.5999889969825745,32417.07744265142,526.1110414656738,0.02785801901367094,6,time_stop,0.6961596836383209,0
XRP-USD,LONG,2024-01-04,2024-01-10,0.5825769901275635,0.5999889969825745,32467.82288856263,526.934611679405,0.027858019013670937,6,time_stop,0.6961596836383209,1
BTC-USD,LONG,2024-01-23,2024-01-27,39518.71484375,41815.625,0.4826824884932937,1069.4196485085297,0.056063964255068634,4,signal_exit,0.716653914560226,0
XRP-USD,LONG,2024-04-13,2024-04-22,0.548412024974823,0.556833028793335,35133.23246413898,257.0262533333063,0.013339894881188395,9,time_stop,0.706555838169352,0
SOL-USD,LONG,2024-04-13,2024-04-23,153.6344757080078,157.03121948242188,54.57170042328755,168.41252842226677,0.020087145577200538,10,signal_exit,0.1220350350364947,0
XRP-USD,LONG,2024-04-14,2024-04-23,0.4808189868927002,0.5568289756774902,39433.13752427381,2956.3946261593223,0.15592633166741127,9,signal_exit,0.6776662848707906,1
BTC-USD,LONG,2024-05-02,2024-05-05,58253.703125,63892.453125,0.34120092125893203,1882.2703137080657,0.09469962505066068,3,signal_exit,0.6920694216746424,0
BTC-USD,LONG,2024-05-02,2024-05-05,58253.703125,63892.453125,0.34205645127554096,1886.989933886134,0.09469962505066068,3,signal_exit,0.6920694216746424,1
ETH-USD,LONG,2024-05-11,2024-05-18,2909.845458984375,3094.553466796875,7.063840436644872,1262.3337786283737,0.06141343635104655,7,signal_exit,0.7132393816852016,0
ETH-USD,LONG,2024-05-12,2024-05-18,2911.658203125,3094.553466796875,7.066406337844108,1249.9699181618375,0.060751997542878876,6,signal_exit,0.7110467485881423,1
