date,equity,cash,n_positions,exposure,drawdown
2021-05-15,100000.0,100000.0,0,0.0,0.0
2021-05-16,100000.0,100000.0,0,0.0,0.0
2021-05-17,100000.0,100000.0,0,0.0,0.0
2021-05-18,100000.0,100000.0,0,0.0,0.0
2021-05-19,100000.0,100000.0,0,0.0,0.0
2021-05-20,100000.0,100000.0,0,0.0,0.0
2021-05-21,100000.0,100000.0,0,0.0,0.0
2021-05-22,100000.0,100000.0,0,0.0,0.0
2021-05-23,100000.0,100000.0,0,0.0,0.0
2021-05-24,100000.0,100000.0,0,0.0,0.0
2021-05-25,100000.0,100000.0,0,0.0,0.0
2021-05-26,100000.0,100000.0,0,0.0,0.0
2021-05-27,100000.0,100000.0,0,0.0,0.0
2021-05-28,100000.0,100000.0,0,0.0,0.0
2021-05-29,100000.0,100000.0,0,0.0,0.0
2021-05-30,100000.0,100000.0,0,0.0,0.0
2021-05-31,100000.0,100000.0,0,0.0,0.0
2021-06-01,100000.0,100000.0,0,0.0,0.0
2021-06-02,100000.0,100000.0,0,0.0,0.0
2021-06-03,100000.0,100000.0,0,0.0,0.0
2021-06-04,100000.0,100000.0,0,0.0,0.0
2021-06-05,100000.0,100000.0,0,0.0,0.0
2021-06-06,100000.0,100000.0,0,0.0,0.0
2021-06-07,100000.0,100000.0,0,0.0,0.0
2021-06-08,100000.0,100000.0,0,0.0,0.0
2021-06-09,100000.0,100000.0,0,0.0,0.0
2021-06-10,100000.0,100000.0,0,0.0,0.0
2021-06-11,100000.0,100000.0,0,0.0,0.0
2021-06-12,100000.0,100000.0,0,0.0,0.0
2021-06-13,100000.0,100000.0,0,0.0,0.0
2021-06-14,100000.0,100000.0,0,0.0,0.0
2021-06-15,100000.0,100000.0,0,0.0,0.0
2021-06-16,100000.0,100000.0,0,0.0,0.0
2021-06-17,100000.0,100000.0,0,0.0,0.0
2021-06-18,100000.0,100000.0,0,0.0,0.0
2021-06-19,100000.0,100000.0,0,0.0,0.0
2021-06-20,100000.0,100000.0,0,0.0,0.0
2021-06-21,100000.0,100000.0,0,0.0,0.0
2021-06-22,99202.31854030042,84623.26372896467,2,0.14696284346835184,0.007976814596995828
2021-06-23,100660.67000481294,84623.26372896467,2,0.15932147357137078,0.0
2021-06-24,101189.92309802269,84623.26372896467,2,0.16371846980266894,0.0
2021-06-25,99736.34616794954,84623.26372896467,2,0.15153033993781384,0.01436483876625806
2021-06-26,99830.9816254321,84623.26372896467,2,0.15233465251826445,0.01342961266285551
2021-06-27,100853.27941294521,84623.26372896467,2,0.16092699987995945,0.0033268498954324766
2021-06-28,101254.82214400954,84623.26372896467,2,0.1642544825311199,0.0
2021-06-29,102290.17247452305,84623.26372896467,2,0.17271364705107525,0.0
2021-06-30,102350.45298880512,94041.00134264675,1,0.08118627132082396,0.0
2021-07-01,101818.81236267551,94041.00134264675,1,0.07638874231143497,0.005194316298607459
2021-07-02,101766.8528245949,94041.00134264675,1,0.07591717015425842,0.005701979299242116
2021-07-03,101956.53932018936,94041.00134264675,1,0.07763639321539012,0.003848675380643831
2021-07-04,102216.00746490867,94041.00134264675,1,0.0799777483489409,0.001313580154952017
2021-07-05,102216.1532215623,102216.1532215623,0,0.0,0.001312156061072898
2021-07-06,102216.1532215623,102216.1532215623,0,0.0,0.001312156061072898
2021-07-07,102216.1532215623,102216.1532215623,0,0.0,0.001312156061072898
2021-07-08,102216.1532215623,102216.1532215623,0,0.0,0.001312156061072898
2021-07-09,102216.1532215623,102216.1532215623,0,0.0,0.001312156061072898
2021-07-10,102216.1532215623,102216.1532215623,0,0.0,0.001312156061072898
2021-07-11,102216.1532215623,102216.1532215623,0,0.0,0.001312156061072898
2021-07-12,102216.1532215623,102216.1532215623,0,0.0,0.001312156061072898
2021-07-13,102216.1532215623,102216.1532215623,0,0.0,0.001312156061072898
2021-07-14,102216.1532215623,102216.1532215623,0,0.0,0.001312156061072898
2021-07-15,102216.1532215623,102216.1532215623,0,0.0,0.001312156061072898
2021-07-16,102216.1532215623,102216.1532215623,0,0.0,0.001312156061072898
2021-07-17,102216.1532215623,102216.1532215623,0,0.0,0.001312156061072898
2021-07-18,102216.1532215623,102216.1532215623,0,0.0,0.001312156061072898
2021-07-19,102216.1532215623,102216.1532215623,0,0.0,0.001312156061072898
2021-07-20,102216.1532215623,102216.1532215623,0,0.0,0.001312156061072898
2021-07-21,107115.6573400115,45872.25275869889,3,0.5717502567053382,0.0
2021-07-22,107974.95476928883,45872.25275869889,3,0.5751583980126261,0.0
2021-07-23,109773.3125410181,45872.25275869889,3,0.5821183519304094,0.0
2021-07-24,109994.6782827705,68897.86189747562,2,0.37362549740492534,0.0
2021-07-25,109854.35517154276,92562.15735154769,1,0.15741021639963643,0.001275726366206598
2021-07-26,110403.64392057821,92562.15735154769,1,0.16160233426593473,0.0
2021-07-27,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-07-28,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-07-29,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-07-30,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-07-31,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-01,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-02,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-03,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-04,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-05,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-06,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-07,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-08,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-09,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-10,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-11,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-12,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-13,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-14,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-15,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-16,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-17,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-18,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-19,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-20,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-21,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-22,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-23,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-24,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-25,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-26,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-27,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-28,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-29,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-30,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-08-31,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-01,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-02,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-03,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-04,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-05,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-06,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-07,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-08,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-09,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-10,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-11,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-12,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-13,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-14,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-15,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-16,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-17,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-18,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-19,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-20,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-21,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-22,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-23,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-24,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-25,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-26,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-27,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-28,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-29,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-09-30,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-01,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-02,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-03,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-04,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-05,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-06,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-07,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-08,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-09,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-10,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-11,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-12,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-13,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-14,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-15,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-16,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-17,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-18,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-19,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-20,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-21,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-22,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-23,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-24,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-25,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-26,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-27,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-28,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-29,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-30,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-10-31,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-01,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-02,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-03,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-04,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-05,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-06,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-07,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-08,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-09,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-10,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-11,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-12,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-13,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-14,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-15,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-16,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-17,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-18,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-19,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-20,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-21,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-22,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-23,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-24,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-25,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-26,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-27,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-28,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-29,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-11-30,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-12-01,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-12-02,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-12-03,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-12-04,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-12-05,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-12-06,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-12-07,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-12-08,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-12-09,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-12-10,110344.66387074397,110344.66387074397,0,0.0,0.000534221949020689
2021-12-11,110665.42037160578,96395.14356762935,1,0.12894973656683334,0.0
2021-12-12,110788.42792529488,96395.14356762935,1,0.12991685708701442,0.0
2021-12-13,109276.44530385756,96395.14356762935,1,0.11787811820205224,0.013647477897753486
2021-12-14,108520.65077823374,56598.33685317068,3,0.47845560778259955,0.020469440622357286
2021-12-15,113157.80034224117,56598.33685317068,3,0.4998282338292958,0.0
2021-12-16,112175.79978408947,56598.33685317068,3,0.4954496695177712,0.008678151706569787
2021-12-17,111612.12494715443,56598.33685317068,3,0.4929015384308059,0.013659468374357843
2021-12-18,112957.00048352926,56598.33685317068,3,0.49893909531155156,0.001774511859585431
2021-12-19,112594.06415660192,71758.1588629474,2,0.3626825765597885,0.004981858819579874
2021-12-20,112382.84213595152,71758.1588629474,2,0.3614847471454737,0.006848473582429333
2021-12-21,113040.94487526474,71758.1588629474,2,0.3652020607034993,0.001032677081235253
2021-12-22,113207.05482174549,92170.81712728203,1,0.18582090778341395,0.0
2021-12-23,113801.54146345076,92170.81712728203,1,0.19007408913802618,0.0
2021-12-24,113790.7966187523,113790.7966187523,0,0.0,9.44173915422266e-05
2021-12-25,113790.7966187523,113790.7966187523,0,0.0,9.44173915422266e-05
2021-12-26,113790.7966187523,113790.7966187523,0,0.0,9.44173915422266e-05
2021-12-27,113790.7966187523,113790.7966187523,0,0.0,9.44173915422266e-05
2021-12-28,113790.7966187523,113790.7966187523,0,0.0,9.44173915422266e-05
2021-12-29,113790.7966187523,113790.7966187523,0,0.0,9.44173915422266e-05
2021-12-30,113790.7966187523,113790.7966187523,0,0.0,9.44173915422266e-05
2021-12-31,113790.7966187523,113790.7966187523,0,0.0,9.44173915422266e-05
2022-01-01,113790.7966187523,113790.7966187523,0,0.0,9.44173915422266e-05
2022-01-02,113790.7966187523,113790.7966187523,0,0.0,9.44173915422266e-05
2022-01-03,113790.7966187523,113790.7966187523,0,0.0,9.44173915422266e-05
2022-01-04,113790.7966187523,113790.7966187523,0,0.0,9.44173915422266e-05
2022-01-05,113790.7966187523,113790.7966187523,0,0.0,9.44173915422266e-05
2022-01-06,113082.15402324052,91009.87913567809,1,0.1951879593930105,0.006321420878479757
2022-01-07,111023.7954707343,91009.87913567809,1,0.18026690810018164,0.024408685128474987
2022-01-08,111920.3888858695,91009.87913567809,1,0.18683378389182376,0.01653011508798785
2022-01-09,112341.23751705168,56967.62488362283,3,0.49290548917999927,0.012832022551013397
2022-01-10,110662.320194484,56967.62488362283,3,0.48521208679246175,0.027585050506323566
2022-01-11,113677.7598630983,56967.62488362283,3,0.4988674569922144,0.001087697044878944
2022-01-12,117039.00810807942,56967.62488362283,3,0.513259503780003,0.0
2022-01-13,115521.25525475529,76696.64095094662,2,0.3360819982278587,0.012967923069909836
2022-01-14,115873.71117602957,76696.64095094662,2,0.3381014539662676,0.009956483320276958
2022-01-15,116224.633653125,76696.64095094662,2,0.3400999552310963,0.006958145562908295
2022-01-16,116341.98910921466,76696.64095094662,2,0.3407656037327284,0.00595544178075314
2022-01-17,114435.8022632534,76696.64095094662,2,0.3297845653713326,0.022242206994971255
2022-01-18,114420.90675657665,76696.64095094662,2,0.3296973155953576,0.022369476585832763
2022-01-19,113205.31288431553,76696.64095094662,2,0.3224996336583347,0.032755705005835946
2022-01-20,111438.01804191429,76696.64095094662,2,0.3117551595174698,0.047855754732583786
2022-01-21,106811.43211657689,93108.60712080233,1,0.12828987238761974,0.08738604467715493
2022-01-22,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-01-23,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-01-24,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-01-25,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-01-26,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-01-27,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-01-28,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-01-29,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-01-30,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-01-31,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-01,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-02,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-03,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-04,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-05,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-06,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-07,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-08,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-09,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-10,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-11,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-12,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-13,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-14,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-15,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-16,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-17,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-18,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-19,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-20,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-21,105980.26409332539,105980.26409332539,0,0.0,0.09448767717291195
2022-02-22,106813.0604360697,88716.28794793948,1,0.16942471654916766,0.08737213205503747
2022-02-23,106437.49946838245,88716.28794793948,1,0.16649406091794847,0.09058098501575672
2022-02-24,106181.02452936632,88716.28794793948,1,0.16448076912835444,0.09277234790546345
2022-02-25,106842.4306224946,88716.28794793948,1,0.16965303549298746,0.08712118848588332
2022-02-26,106780.73050916613,88716.28794793948,1,0.16917324385298135,0.08764836412010865
2022-02-27,106147.00669463244,88716.28794793948,1,0.16421300316869303,0.09306300172493591
2022-02-28,107843.0988122951,88716.28794793948,1,0.17735776396454017,0.07857131946378408
2022-03-01,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-02,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-03,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-04,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-05,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-06,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-07,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-08,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-09,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-10,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-11,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-12,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-13,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-14,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-15,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-16,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-17,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-18,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-19,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-20,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-21,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-22,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-23,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-24,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-25,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-26,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-27,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-28,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-29,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-30,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-03-31,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-04-01,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-04-02,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-04-03,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-04-04,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-04-05,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-04-06,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-04-07,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-04-08,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-04-09,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-04-10,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-04-11,107824.53653135234,107824.53653135234,0,0.0,0.07872991856029743
2022-04-12,108468.22026246744,86238.0643177756,1,0.20494625882954584,0.07323018183559198
2022-04-13,108692.68907383512,86238.0643177756,1,0.2065881794570935,0.07131228441834458
2022-04-14,108784.7896995603,86238.0643177756,1,0.20725990686798948,0.07052536194511137
2022-04-15,110610.56797877693,86238.0643177756,1,0.2203451632729861,0.0549256203826177
2022-04-16,110585.5138757551,110585.5138757551,0,0.0,0.05513968664502736
